catalog_id,text
505,"Another GM ignition switch problem, another recall"
506,Marvel's Agents Of SHIELD 1.19 “The Only Light in the Darkness” TV REVIEW
507,Yellen should really say this to college graduates
508,Former BT CEO Peter Bonfield joins funding round for Silent Circle
509,Masters of manipulation
510,Hook-Up App Use Linked to Higher Risk of Disease in Gay Men: Study
511,Democrats pitch long-shot bid for FCC ban on prioritization deals
512,La Quinta shares rise after IPO raises $650 mn
513,Trulia Inc (NYSE:TRLA)'s Takeover By Zillow Inc (NASDAQ:Z) Raising Concerns
514,no hands!
515,Decision polishes Perry's claim of Texas as job mecca
516,6 Shocking 'Bachelor/Bachelorette' moments
517,GM US car sales up
518,Joss Whedon Just Responded To Edgar Wright's Exit In The Perfect Way
519,Watch Brad Pitt Throw Matt McConaughey A Hopitoulas
520,Portland's Alta Bicycle Share seeks help from investors as Citi Bike goes broke
521,"BlackBerry posts fresh losses of US$423m, but sees upside"
522,Ancient Soil Preserved beneath Greenland Glaciers help Gain Insight into
523,Opera stars in Nokia X2's enhanced experience
524,"Termite Genome Sequenced for First Time, How Their Caste System Stacks"
525,Oil Futures Dip But Stay Elevated on Iraq Fears
526,Comic-Con offers 'Hunger Games' and 'Avengers: Age of Ultron' sneak peeks
527,"Humans will land on Mars by 2026, says SpaceX's Elon Musk"
528,HTC One vs Nokia Lumia 1020 - Top Specs and Price Comparison
529,'How I Met Your Mother' Finale Spoilers: Producers Hint How It Will End For Ted
530,You Won't Believe Who Selena Gomez Is Hanging Out With at Coachella
531,Motorola Moto G vs Motorola Moto E: The Alternative and the Flagship
532,Cancer tests 'give false hopes' study by Cancer Research UK Cambridge
533,9 to 5 Reunion: Jane Fonda and Lily Tomlin to Star in New Netflix Series
534,"Following the Lead of Apple, Google Might Launch a Health-Data App"
535,Sharknado 2: The Second One
536,"Prosecutors not pursuing case against Paul Simon, wife"
537,Nintendo digital sales 'have trebled in two years'
538,Ryan Seacrest's company won't be allowed to sell Blackberry-like iPhone case
539,Potter Fans Win: Rowling Pens Short About Grey-Haired Harry
540,No more pelvic exams?
541,Listen To A Comcast Rep Torture Customers Trying To Cancel
542,Allen and Co. Begin Annual Tech and Media Shindig in Sun Valley
543,The princess and the Hollywood starlet - Beatrice planning 'pre-wedding' bash
544,"'Basic Math' is, in fact, 'Sex Tape'"
545,"The Hobbit: The Battle of the Five Armies Panel, SDCC 2014"
546,Spread of MERS in Saudi Arabia Puts Camel Owners on Defense
547,One Of The World's Most Infamous Hackers Is Getting Freed From Prison
548,First Time Mother in Comatose State Gives Birth to a Healthy Child[VIDEO+
549,Microsoft in court over federal prosecutors demand for data stored outside US
550,"Legionnaires' disease bacteria can live in windshield washer fluid, researcher says"
551,In this week Top 10 Android app updates
552,Tumblr now lets you customize your blog theme from its iOS app
553,PS4 Sales Continue to Outpace Xbox One
554,"Microsoft says disrupts cybercrime rings with roots in Kuwait, Algeria"
555,Photo gallery: Entertainment July 28
556,One Direction's Bad Joint
557,Toyota Suspends Indian Auto Output After Labour Unrest
558,Motorola Solutions Stock Rating Reaffirmed by MKM Partners (MSI)
559,"France's Alstom confirms $17 billion firm offer from GE, decision expected by"
560,Dinosaur Tracks Soon to be opened for Public Viewing
561,Harrison Ford Hospitalized After Getting Injured On 'Star Wars' Set
562,1ST LEAD German investor confidence drops on economic worries By Andrew
563,Jay Z & Others Will Perform At The Global Citizen Festival In NYC This September
564,Hot 'Captain America' Star Toys With Our Hearts With His Career Change
565,Twitter will have nearly 400 million users by 2018
566,Kyle Smith
567,Galaxy S5 Neo nears – yet another S5 variant
568,Fracking: Many in NC don't control rights to gas under their land
569,Ind. Unemployment Drops By 0.4% In January
570,Archaeologists have found a complete 3200-year-old skeleton with cancer and
571,"Justin Bieber Has Magical Powers, 'Brainwashed' Selena Gomez"
572,Environmental disaster
573,Federal agency reduces recoverable oil from Monterey shale
574,"The Cause Of Colony Collapse Disorder, Disappearing Bees Becoming More"
575,The Earliest Picture of Jesus on the Cross
576,Euronews: Ukraine gets financial lifeline from IMF in return for major reforms
577,No sign of debris as US investigators suspect MH370 plane flew for hours
578,Money in your inbox: Amazon issues credits to customers from e-book settlement
579,Lorde: Making Music For 'The Hunger Games: Mockingjay Part 1′ Soundtrack
580,5 things you do that may make spring allergies worse
581,Discovery cancels 'Sons of Guns' after Will Hayden's rape arrest
582,Xperia Z2 vs Galaxy S5 vs HTC One vs LG G3 (Comparison)
583,Eva Mendes Allegedly Pregnant With Ryan Gosling's Baby
584,Chrysler Sees Sales Surge 13 Percent in March
585,US retailers claim The Last of Us: Remastered release date is June 20
586,Brittany Murphy's Last Movie Before Death to Hit Theaters
587,Webby Awards broaden scope for best of the internet
588,"PS4 and Xbox One discounted at Frys, other consoles and games too"
589,"Google Shopping Express Expands To L.A., Manhattan - What About Self"
590,Here's Why Oracle Wants to Buy MICROS Systems
591,Microsoft Windows Phone 8.1 Could be Released on June 24
592,Celebrate National Pi Day by Indulging in These Delicious Pies
593,Washington state issues first pot-shop licenses in middle-of-the-night email | The
594,"Terrible Net Neutrality Plan Will Get A Makeover, Still Be Terrible"
595,UPDATE 1-Lufthansa cancels 3800 flights due to pilot strike
596,Marriage hasn't tamed her! Kim Kardashian exposes ample bosom in completely
597,Morgan Stanley Expects Upside Drivers For Intuit
598,Amy Adams Just Did The Classiest Thing
599,"On Eve of 49th Anniversary of Medicare, Senate Democrats Highlight New Data"
600,Valentino serves Kim Kardashian with a diet wedding cake
601,Kodiak Oil & Gas Corp Stock Rating Lowered by BMO Capital Markets (KOG)
602,Adam Levine: I did film for free
603,Why the Dow Jones Dropped Over 150 Points Today
604,Ryanair launches new service for business and corporate travellers
605,US Jobless Claims Rise by 4000 to 317000
606,Google's foreign war chest 'not designed to avoid tax'
607,Salt and obesity ageing link found
608,"Market Basket Deadline Passes, Employees Who Walk Out Will Be Replaced"
609,Twitter Tries Out A New Definition For Twitter
610,Nephew faces charges in 'Hip Hop Atlanta' shooting
611,Lululemon Athletica inc. Price Target Lowered to $58.00 at JPMorgan Chase
612,"NASA to Hawaii - ""Flying Saucers this Week are Just Us"""
613,American Apparel's Charney fighting board
614,Smucker lifts coffee price - as futures enter bear market
615,"Dame Angelina Jolie? Almost, Honorary Title for US Actress"
616,The NSA sent a mysterious coded tweet. Here's the decrypted message.
617,Review: Another Coppola debuts with 'Palo Alto'
618,How an Awkward Moment at WWDC Underscores the Need for App Trials
619,Kim Kardashian Rocks Trouser Suit As She Steps Out With Fiancé Kanye West
620,'Mad Cow Scare' Results in Beef Recall at Mystery New York Restaurant
621,Original Series ROCK THIS BOAT: NEW KIDS ON THE BLOCK Coming to TVGN
622,This Is the No. 1 Cause of Disability Worldwide
623,"Apple introduces 8GB iPhone 5c, brings iPad 4 back to life"
624,Airlines would be forced to disclose fees upfront under proposed rule
625,Windows Phone 8.1 to be generally available in July?
626,What next for region's displaced pharma workforce?
627,Fitch upgrades New York state's bond rating
628,Lifetime's TRUE TORI Premieres to 1.2 Million Viewers
629,Ed Davey: Wake up call following climate change report
630,James Franco Talks Casting Scott Haze As The Necrophiliac Lead Character In
631,Dollar Gains On Hopes For European Stimulus
632,Will Neil deGrasse Tyson's 'Cosmos' give airtime to creationists?
633,"Asian stocks inch down, US jobs data enthral"
634,Arkansas Unemployment Rate Down
635,Samsung blurs the line between phone and camera (again) with the Galaxy K
636,Daniel Radcliffe on why New York audiences rock
637,True Detective season 2 will feature three leads and take place in rural California
638,Business Wire
639,Sony 'Background defocus' app for Xperia now available on Google Play
640,Almost blind Michigan man 'seeing something new every day' thanks to high
641,Oil rises above $113 on fighting in Iraq
642,Komodo Dragon Exhibit at Bronx Zoo for First Time Since 1950s
643,Catch The First 90 Minutes Of Watch Dogs
644,Family rejects plan to solve medical custody dispute
645,Pippa 'embarrassed' by wedding day attention
646,"Booted 'Voice' contestant jokes, 'I don't like this show anymore'"
647,Valeant Ups Takeover Bid for Allergan
648,Cell phone company accused of making 'hundreds of millions' on fake charges
649,Jenny McCarthy's Next Career Move Revealed
650,OnePlus One is an Impressive Android Smartphone for $300
651,New Jackson album to be released
652,UAW VP Nominated For Seat On GM Board
653,Federal Reserve Completes Review of RBS Citizens Financial Group's 2014
654,Corporate world is marketing to music lovers at Coachella
655,Alert for pregnant women: High risk of car crash in 2nd trimester
656,Here's why you really shouldn't break your Gear Fit or Gear 2 smartwatch
657,India Raps 'Unacceptable' US Surveillance
658,Forex - Euro remains lower vs. dollar in quiet trade
659,Health Department urges self-reporting after second measles case
660,Harrison Ford's injury: Twitter's funniest jokes
661,Kurt Cobain Biography Comic Book To Be Released in April
662,"Adidas Profit Misses Estimates on Currency Swings, Golf Drop (1)"
663,Bye bye street cred! Pharrell Williams bursts into tears on Oprah Winfrey's sofa
664,"SC unemployment rate falls for 8th straight month, dipping to 6.4 percent in"
665,Google to launch Ara modular smartphone in January?
666,Gary H. Young
667,Michael Chiklis Joins American Horror Story: Freak Show
668,Poll: Ariana Grande's Fabulous Nickelodeon Kids Choice Awards Style
669,"Updates, advisories and surprises"
670,Old pipe burst near UCLA floods Pauley Pavilion floor
671,Computer History Museum Releases Source Code for MS-DOS and Word with
672,"An Old-Fashioned Opening Night for Woody Allen, Zach Braff, and Bullets Over"
673,2014 MTV VMAs: Stars Dish on the Best Celeb Twerker and More!
674,Nasa creates entire world made out of selfies
675,Court Rules NYC Soda Ban Will Not Be Reinstated Because Gov't 'Engaged in
676,Japan's trade deficit quadruples year-on-year to record ¥13.75 trillion
677,US stocks open higher following gains in Europe
678,"Everyone Is Mad At 'SNL's Leslie Jones, Because Everyone Is An Idiot"
679,Libya declares oil crisis over after state reclaims ports
680,"Robert De Niro Does Not Want to Miss World Cup, Crashes Into Random Party"
681,URGENT - VA Nomination
682,CDC: Two 'sproutbreaks' sicken more than 70 people
683,Aereo fights for its life at the Supreme Court this week
684,March Mayhem: That Swishing Sound You Hear at the Pumps
685,ECB gives Lithuania green light to join euro zone next year
686,Successful Stem Cell Therapy in Monkeys is First of Its Kind
687,Had Paul Walker approached his mother to be his daughter's guardian?
688,Blast from the past: Google lets you go back in time with new Street View feature
689,"US GOLD OPEN – Gold steady, traders keep a close eye on China and copper"
690,Cursing near play area could be costly
691,Jon Snow is totally cool with getting naked for Game of Thrones
692,World's largest flying bird was like nothing alive today
693,Photos! Kim Kardashian And Kanye West's Family Parisian Excursion
694,Girl Survives 35-foot Fall Into NYC Elevator Shaft
695,NFL world offers support for Jim Kelly
696,Stomach Bacteria Linked to Health Benefits of Dark Chocolate
697,Did Jennifer Esposito Trash Her Ex Bradley Cooper?
698,Obama attends Denzel Washington play
699,Symbolism behind your Easter eggs
700,Credit Suisse agrees $885 million settlement over securities sold to Fannie Mae
701,Red meat may leads to breast cancer
702,ADP Employment Report Shows Job Growth At 218000 In July
703,The Top 5 Stories From The Nickelodeon Kids' Choice Awards
704,RPT-Fitch Revises Ergon Energy Queensland's Outlook to Negative; Affirmed at
705,"Chinese Giant Alibaba Files for IPO, Perhaps the Largest in US History"
706,Reputation Maxx Reveals Tips for Recovering from the Colbert Report Twitter
707,NASA makes Earth art from 36k selfies
708,Ohio man raises more than $37000 in Internet crowdfunding effort - to make
709,Lovable movie scoundrel Eli Wallach dead at age 98
710,Flu Vaccine Reduced Risk of ICU Admission for Children by 74 Percent says Study
711,Use vast new gas supply to put Putin in his place
712,Stock futures trading lower; Target glitch affects checkout systems; AT&T
713,"Google, Costco and Facebook best employers"
714,Applications for US jobless aid fall to lowest level since May 2007
715,The Avengers Are Assembling — Google and Netflix Join Forces to Fight the
716,Mild Weather May Have Propelled Rise of Genghis Khan
717,Kim Kardashian and Kanye West married in secret ceremony
718,"US: Dow ends at record high; Apple drags on S&P 500, Nasdaq"
